off,off_hex,sig8,body_prefix,prev_key,next_key,tail_sig8,body_md5
131512141,0x7D6B74D,0000010c43fc6585,4039,none,0D@1355,0000010d43fc654b,be025129ccb60c387589dfc5543ff392
131592494,0x7D7F12E,0000010c43fc6585,4805,none,none,,0cdc0fafd85b04d9426987f7956f834d
131686458,0x7D9603A,0000010c43fc6585,4039,none,0D@1322,0000010d43fc654b,e69c0ed39aa92cde53ad92ab09aa019b
131773756,0x7DAB53C,0000010c43fc6585,4039,none,none,,816bbd1978d28c645ff2920489392ae9
131996724,0x7DE1C34,0000010c43fc6585,4039,none,none,,47aea273ad93a8cf2a7940830d0a3a4c
132240796,0x7E1D59C,0000010c43fc6585,4039,none,none,,b638514a34e95ecc614f5bb9fcd3dc2d
132333329,0x7E33F11,0000010c43fc6585,4039,none,none,,e9579be645bb8c51e605a5e2776278e4
132428029,0x7E4B0FD,0000010c43fc6585,4039,none,0D@1560,0000010d43fc654b,d30afa7036dfda6fb8b6ce3970a409f6
132525988,0x7E62FA4,0000010c43fc6585,4039,none,0D@1518,0000010d43fc654b,5ef0126a5c4964b06568c967f516d63b
132632741,0x7E7D0A5,0000010c43fc6585,4039,none,0D@1540,0000010d43fc654b,7d019943f0d5e3e671e74474cf9086a7
132730548,0x7E94EB4,0000010c43fc6585,4039,none,0D@1307,0000010d43fc654b,c3dea1f18bdd3aca00b1e0f61d715673
132994928,0x7ED5770,0000010c43fc6585,4039,none,none,,1c4b309dd60c0630fd47706b095d954e
133165084,0x7EFF01C,0000010c43fc6585,4805,none,none,,662972e842e11f0819ea36d00e3d3f45
133253902,0x7F14B0E,0000010c43fc6585,4039,none,0D@1416,0000010d43fc674b,d3277b84f1548f1d4759dc4c3b3596be
133348005,0x7F2BAA5,0000010c43fc6585,4805,none,0D@1300,0000010d43fc654b,cfbf06b205736b2cd11350496914fd2d
133531330,0x7F586C2,0000010c43fc6585,4039,none,none,,b45373c60a6ec1160bdbb22c7fe8c8ea
133621201,0x7F6E5D1,0000010c43fc6585,4039,none,none,,7e16a6b240819f84b785d2a82d7c0752
133767540,0x7F92174,0000010c43fc6585,4039,none,0D@1130,0000010d43fc647b,4390a38d801ed1535b7e214916b0bffe
134068133,0x7FDB7A5,0000010c43fc6585,4039,none,0D@1304,0000010d43fc654b,ce1eb50008e72d6e94de8da669550877
134150699,0x7FEFA2B,0000010c43fc6585,4039,none,none,,7ebc33d888b4ea1a7168d6b139d577d2
134315700,0x8017EB4,0000010c43fc6585,4039,none,0D@1241,0000010d409b0000,afdd34e9c6f66829fd11d0b336d66112
134390640,0x802A370,0000010c43fc6585,4039,none,0D@1235,0000010d43fc654b,595ac95df09f42204de4044620709e8d
134463422,0x803BFBE,0000010c43fc6585,4039,none,0D@1190,0000010d43fc654b,e965d937aa7ee196efb258e330181975
134604342,0x805E636,0000010c43fc6585,4039,none,0D@1169,0000010d43fc654b,d56322f8cd794a74eb3cf8d601be0e16
134756662,0x8083936,0000010c43fc6585,4039,none,0D@1225,0000010d43fc654b,561618c3afedefef8f6e7654f9aac4ed
134828609,0x8095241,0000010c43fc6585,4029,none,0D@1326,0000010d50a30071,e8a9b0514b3312ac4f3d665b83887d45
134897652,0x80A5FF4,0000010c43fc6585,4848,none,0D@1217,0000010d43fc655a,168a749f7f5d84e7bfd918cad846b294
135090427,0x80D50FB,0000010c43fc6585,4039,none,0D@1674,0000010d54cf0000,dfba07cdff6386c13ed17eb2588f5611
135236421,0x80F8B45,0000010c43fc6585,4039,none,0D@1212,0000010d40970000,03f4a09560fa71c7211a8818f0589ae3
135324626,0x810E3D2,0000010c43fc6585,4039,none,none,,1382842d7a3394ab2161faa9739802a6
135348068,0x8113F64,0000010c43fc6585,4039,none,0D@914,0000010d43fc654b,585f5a9e897fa86bd492b38dee44f932
135417625,0x8124F19,0000010c43fc6585,4039,none,0D@866,0000010d43fc654b,92c50e8d08302908153fdb0410b58f1c
135648946,0x815D6B2,0000010c43fc6585,4039,none,0D@1184,0000010d5c580000,aeb89a7d49a6540285bba24702c38b4f
135725587,0x8170213,0000010c43fc6585,4039,none,0D@1353,0000010d43fc654b,35f2f1fbd0e2bb48bc975bef34c64e67
135806179,0x8183CE3,0000010c43fc6585,4039,none,none,,e62bde9e52bce65af6fdad681d59272b
135962336,0x81A9EE0,0000010c43fc6585,4805,none,0D@1322,0000010d43fc654b,0e38cf77723a33f98c693084ffbf58d0
136047423,0x81BEB3F,0000010c43fc6585,4039,none,0D@1309,0000010d43fc654b,de944b9d7ee37c432bcc6b701b61dcd4
136132345,0x81D36F9,0000010c43fc6585,4039,none,0D@1194,0000010d43fc654b,74cbcc3862355dbb1232705fa717a42e
136275592,0x81F6688,0000010c43fc6585,4039,none,0D@1197,0000010d43fc654b,5d6b10b73881bf6da320dc99771f3422
136355280,0x8209DD0,0000010c43fc6585,4039,none,none,,f63349ada02d79c29685abe9b4c9bdaf
136609501,0x8247EDD,0000010c43fc6585,4039,none,0D@1562,0000010d43fc654b,0fea4f966be50ee1a1e287782b21af43
136707093,0x825FC15,0000010c43fc6585,4039,none,0D@1472,0000010d43fc654b,3a1638b1715275a29b19eb286515a32a
136891578,0x828CCBA,0000010c43fc6585,4039,none,0D@1359,0000010d43fc654b,47831ff420f670dc81054fc26d3ca2fc
137081532,0x82BB2BC,0000010c43fc6585,4039,none,0D@1392,0000010d43fc654b,66dbd99738f64f7466da241b25bfe003
137181064,0x82D3788,0000010c43fc6585,4039,none,0D@1302,0000010d43fc654b,7ca44b9f8448c42204bc27cca5b2a614
137269246,0x82E8FFE,0000010c43fc6585,4039,none,0D@1275,0000010d43fc654b,15ce7bc47305b1098923a5e651374044
137356962,0x82FE6A2,0000010c43fc6585,4039,none,0D@1431,0000010d43fc654b,613e792f1c1706f4b5c61a00dc80ef6c
137451162,0x831569A,0000010c43fc6585,4039,none,none,,a833d541318d5a0c41f69c19af2c751e
137823200,0x83703E0,0000010c43fc6585,4805,none,none,,233668b7fdc86cc01d4aeced892d9587
137918367,0x838779F,0000010c43fc6585,4039,none,none,,c18915654f457eefea7994abcd0a6af2
138004703,0x839C8DF,0000010c43fc6585,4039,none,0D@1207,0000010d43fc654b,fe277ce7b72ae2b0b6154bac042e01e4
138080904,0x83AF288,0000010c43fc6585,4039,none,0D@1128,0000010d43fc674b,d2635ac02b92ff40bd84d4a9c459c604
138168653,0x83C494D,0000010c43fc6585,4039,none,0D@1227,0000010d43fc647b,5e5456661ed7df175848e0b258f1a4c3
138261291,0x83DB32B,0000010c43fc6585,4039,none,0D@1195,0000010d43fc654b,bc302ff82dcbc9b5eb926666bfe86889
138490458,0x841325A,0000010c43fc6585,4039,none,0D@1227,0000010d43fc654b,8125116c4ec4fa23eb9d30221eea68d9
138638052,0x84372E4,0000010c43fc6585,4805,none,0D@1333,0000010d43fc654b,e1db08459ad54921471619d28de3eaac
138721584,0x844B930,0000010c43fc6585,4039,none,0D@1293,0000010d43fc654b,78b7a58715f4206589b6c4ce9048d767
138969755,0x848829B,0000010c43fc6585,4039,none,0D@1067,0000010d43fc654b,95c61a4abb4538abaf7a10696dbe6e76
139134764,0x84B072C,0000010c43fc6585,4039,none,0D@1221,0000010d43fc654b,e04a29cacf8e91395c065bc537df2901
139211350,0x84C3256,0000010c43fc6585,4039,none,none,,6bd7e173d8709b5ceec309c9b37c51a3
139285834,0x84D554A,0000010c43fc6585,4039,none,0D@1229,0000010d43fc654b,b3462820297d8a447d30f0fcd2b18663
139430216,0x84F8948,0000010c43fc6585,4039,none,0D@1060,0000010d43fc654b,61aa874d380bc5ba4ef845a81f3a7b65
139537575,0x8512CA7,0000010c43fc6585,4039,none,0D@1794,0000010d43fc654b,f4708157b6de023f791753a8c03e498a
139686841,0x85373B9,0000010c43fc6585,4039,none,0D@1279,0000010d43fc654b,8aba3a6575302dfd9d578ea549749415
139781207,0x854E457,0000010c43fc6585,4039,none,none,,7f8c62a05a4f27c213e8ea4a88ad8526
139804967,0x8554127,0000010c43fc6585,4039,none,none,,4e63e88c47ab8b239368f7c18f11cd72
139850194,0x855F1D2,0000010c43fc6585,4039,none,none,,c69e471d55e3d989cabd97d47e4122dc
139972343,0x857CEF7,0000010c43fc6585,4039,none,none,,783cf554105d856d1dafcbab8defd509
140031595,0x858B66B,0000010c43fc6585,4039,none,0D@1045,0000010d43fc654b,938abfac3a8db6abe8fbc3df7d1b7e32
140091768,0x859A178,0000010c43fc6585,4039,none,0D@1179,0000010d43fc654b,0654486abd0904903cad2aa19430c7d8
140222704,0x85BA0F0,0000010c43fc6585,4039,none,0D@1170,0000010d43fc654b,449a05f47c2f919110a2a5571e67184b
140295230,0x85CBC3E,0000010c43fc6585,4805,none,0D@1131,0000010d43fc654b,573800ea693dd2ac59533c11dfcd47f6
140367655,0x85DD727,0000010c43fc6585,4039,none,0D@1213,0000010d43fc654b,7ba4c14b3605a2c67ec5d87d4d386887
140508367,0x85FFCCF,0000010c43fc6585,4039,none,none,,0ff5fb1d98ec03b17238addf117ea631
140579698,0x8611372,0000010c43fc6585,4039,none,0D@1210,0000010d43fc654b,8b465c93ec86f1718b7f23a3e31160e0
140652595,0x8623033,0000010c43fc6585,4039,none,0D@1214,0000010d43fc654b,1d1e658e506e3a993cf84362b6c712a4
140809772,0x864962C,0000010c43fc6585,4805,none,0D@1605,0000010d43fc674b,052d6154535922e64f272fd02e078398
140891925,0x865D715,0000010c43fc6585,4039,none,0D@1521,0000010d43fc654b,4087a1977308d2e700f19f9b9db0f6ce
140975106,0x8671C02,0000010c43fc6585,4039,none,0D@1385,0000010d43fc654b,427cbc5a525ad5bc033fdcd92f7ce281
141061811,0x8686EB3,0000010c43fc6585,4039,none,0D@1402,0000010d43fc654b,1565e4413055eefc652ca291f2c2506b
141150119,0x869C7A7,0000010c43fc6585,4039,none,0D@1489,0000010d43fc654b,366556714e7fb8606d6c25a132a18be7
141236904,0x86B1AA8,0000010c43fc6585,4039,none,0D@1473,0000010d43fc654b,58481c3b264bcf23bc28c9d9e019e87a
141398365,0x86D915D,0000010c43fc6585,4039,none,0D@1223,0000010d43fc654b,ef976ef4989161845ba48289be1b576d
141480624,0x86ED2B0,0000010c43fc6585,4039,none,none,,6a2e6b220c19bec13cfb72512972a6f7
141559682,0x8700782,0000010c43fc6585,4039,none,0D@1378,0000010d43fc654b,7429f55100c232dfc83b1b2d4cfc22d4
141640060,0x871417C,0000010c43fc6585,4039,none,none,,e4aecd4da82a21dc313a55e75b0c66d9
141715505,0x8726831,0000010c43fc6585,4805,none,none,,2112214f88426f464faa05b8312d959f
141856272,0x8748E10,0000010c43fc6585,4039,none,0D@1269,0000010d43fc674b,8159d54107abd2c197e15ee31c9409ee
142005174,0x876D3B6,0000010c43fc6585,4039,none,0D@1163,0000010d43fc654b,c60f22437b31d6d29d25b49031c89d62
142077266,0x877ED52,0000010c43fc6585,4805,none,none,,b4da410d0de992791b7cee17cb635553
142209094,0x879F046,0000010c43fc6585,4039,none,0D@1088,0000010d43fc647b,b0e5968cbf9ad5fce1e94b6f98e68e40
142280907,0x87B08CB,0000010c43fc6585,4039,none,0D@1224,0000010d43fc654b,eba1408b8f5fc05facce63c34e0a0a43
142522187,0x87EB74B,0000010c43fc6585,4039,none,none,,a077b3847f12f82d19569f4eea11b207
142646856,0x8809E48,0000010c43fc6585,4039,none,none,,859e489941e13ce8be605df37cedc190
142711240,0x88199C8,0000010c43fc6585,4039,none,none,,ec5c84646fd4b7f08c572a8b115ccc08
142779472,0x882A450,0000010c43fc6585,4039,none,0D@1073,0000010d43fc654b,efb88e302dd2f5145913fcb99cb889f6
142919066,0x884C59A,0000010c43fc6585,4039,none,0D@1117,0000010d43fc654b,3a3874d4030fffccae3eb76fde456a1b
142988886,0x885D656,0000010c43fc6585,4039,none,none,,2309ba2315e40090fbec8feb5ab52034
143056675,0x886DF23,0000010c43fc6585,4039,none,none,,0e749550f2a30156d43d4f05d7af5780
143253691,0x889E0BB,0000010c43fc6585,4039,none,0D@1005,0000010d43fc654b,a6c0055631b181b3c6c5b569579ee505
143353179,0x88B655B,0000010c43fc6585,4039,none,0D@1429,0000010d43fc654b,4b3db4facabf5d1e342fceb227498d95
207168072,0xC592248,0000010c43fc652b,de32,none,none,,8f5d4b9e7624df9a39eedb71247196bc
225754325,0xD74BCD5,0000010c43fc65c5,f3d8,none,none,,c60215649a077cd924a5cd87b8ca9046
500744163,0x1DD8BFE3,0000010c43fc6585,4039,none,0D@1493,0000010d43fc6af9,fa9a45da7d2fde5732635d53a0e7fd0f
500809893,0x1DD9C0A5,0000010c43fc6585,4039,none,none,,20fc09dc492461fbecdfe70a4a039d32
500934349,0x1DDBA6CD,0000010c43fc6585,4039,none,0D@1404,0000010d43fc654b,e7b6dbf1d7aeab1700bc3d0ed9045225
501630883,0x1DE647A3,0000010c43fc6585,4039,none,0D@1521,0000010d43fc6562,52b0e390a9970d513483827e0476b8ad
502385493,0x1DF1CB55,0000010c43fc6585,4039,none,0D@1316,0000010d43fc654b,3c0ff418105f6438648ee657de3e6d7c
502866178,0x1DF92102,0000010c43fc6585,4039,none,0D@1435,0000010d58b00026,4cd10f082f27157474a163d834c399c9
503076854,0x1DFC57F6,0000010c43fc6585,4039,none,none,,1da7742a6e9ef71402c8c89fbb53a842
503872404,0x1E087B94,0000010c43fc6585,4039,none,none,,3efe14c64dae4867772b98668881368c
503952772,0x1E09B584,0000010c43fc6585,4039,none,0D@1006,0000010d507b00df,96293ae8ed039643f96faf31d8684218
504395383,0x1E107677,0000010c43fc6585,4039,none,none,,07ce29b62b0ff85c4375bcfa0e59635c
504455988,0x1E116334,0000010c43fc6585,4039,none,0D@1331,0000010d43fc654b,4cbba997c1f0fd8dcd6c2600485573a5
504568992,0x1E131CA0,0000010c43fc6585,4039,none,0D@1366,0000010d43fc654b,2f75bdde3381f987fbc5396fb499221e
505081310,0x1E1AEDDE,0000010c43fc6585,4039,none,0D@1370,0000010d43fc654b,111fa560e73bc90ea773ce645190f995
505206783,0x1E1CD7FF,0000010c43fc6585,4039,none,0D@1347,0000010d43fc6562,87f11ddf79dd1f5c3c2bb357c60f43b3
505269808,0x1E1DCE30,0000010c43fc6585,4039,none,none,,5907c83d95970b4f45af824022c0294e
505703473,0x1E246C31,0000010c43fc6585,4039,none,0D@1274,0000010d43fc69b0,bc77c23d84eeb03d297d7464789a41e1
506444767,0x1E2FBBDF,0000010c43fc6585,4039,none,0D@1286,0000010d43fc67b0,0a0624dd2d5c6d44a5a80599f8fb6500
506968715,0x1E37BA8B,0000010c43fc6585,4848,none,none,,e782111dd51df41bc86a2c70f2aeab87
507115091,0x1E39F653,0000010c43fc6585,4039,none,0D@1179,0000010d43fc654b,3f5e05b73f25b9d0dd10b3aa0e1954ef
507217920,0x1E3B8800,0000010c43fc6585,4039,none,none,,2b850936fcf9ca59b7abdc51b8c7d3cc
507765285,0x1E43E225,0000010c43fc6585,4039,none,0D@1386,0000010d43fc6af9,0658e4a4ab68485f83513898778de4cd
507832888,0x1E44EA38,0000010c43fc6585,4039,none,0D@1301,0000010d43fc654b,db9683f9dcf9c044be2f11e9ae2175fd
508500761,0x1E4F1B19,0000010c43fc6585,4039,none,none,,ce4bba4fbdc5c0730111bc48d06d6d9c
508751716,0x1E52EF64,0000010c43fc6585,4039,none,none,,50818e8566e6decef88a1d36dba4ed44
508827875,0x1E5418E3,0000010c43fc6585,4039,none,none,,84f8e3efb2f09f1cd8957c8dd75cb552
509315976,0x1E5B8B88,0000010c43fc6585,4039,none,0D@1415,0000010d43fc69b0,0cabe21d62c9a9005175d21a8a64b4e7
510105698,0x1E679862,0000010c43fc6585,4039,none,0D@1431,0000010d43fc6562,1017564b3fdddf431c106851d5e668ed
510181759,0x1E68C17F,0000010c43fc6585,4039,none,none,,0f306388d22113846f9d99c298406d32
511019888,0x1E758B70,0000010c43fc6585,4848,none,0D@1254,0000010d43fc6762,28f14e08c9e99f51c3335f13d5cb5738
511232803,0x1E78CB23,0000010c43fc6585,4039,none,none,,a64c232354dda17462987a496d46fb2a
536762786,0x1FFE59A2,0000010c43fc6585,4039,none,none,,9e192f92d922dc964f01747faf8df888
536850219,0x1FFFAF2B,0000010c43fc6585,4039,none,none,,01ecfe72d0ce933c63acea371836e991
536940301,0x20010F0D,0000010c43fc6585,4039,none,none,,0bb3feadb88424b25cab905cce13d639
537194609,0x2004F071,0000010c43fc6585,4039,none,none,,302096b1443f6a852b21c8e8353becb4
537264704,0x20060240,0000010c43fc6585,4039,none,0D@1355,0000010d43fc654b,be025129ccb60c387589dfc5543ff392
537345057,0x20073C21,0000010c43fc6585,4805,none,none,,0cdc0fafd85b04d9426987f7956f834d
537439021,0x2008AB2D,0000010c43fc6585,4039,none,0D@1322,0000010d43fc654b,e69c0ed39aa92cde53ad92ab09aa019b
537526319,0x200A002F,0000010c43fc6585,4039,none,none,,816bbd1978d28c645ff2920489392ae9
537749287,0x200D6727,0000010c43fc6585,4039,none,none,,47aea273ad93a8cf2a7940830d0a3a4c
537993359,0x2011208F,0000010c43fc6585,4039,none,none,,b638514a34e95ecc614f5bb9fcd3dc2d
538085892,0x20128A04,0000010c43fc6585,4039,none,none,,e9579be645bb8c51e605a5e2776278e4
538180592,0x2013FBF0,0000010c43fc6585,4039,none,0D@1560,0000010d43fc654b,d30afa7036dfda6fb8b6ce3970a409f6
538278551,0x20157A97,0000010c43fc6585,4039,none,0D@1518,0000010d43fc654b,5ef0126a5c4964b06568c967f516d63b
538385304,0x20171B98,0000010c43fc6585,4039,none,0D@1540,0000010d43fc654b,7d019943f0d5e3e671e74474cf9086a7
538483111,0x201899A7,0000010c43fc6585,4039,none,0D@1307,0000010d43fc654b,c3dea1f18bdd3aca00b1e0f61d715673
538747491,0x201CA263,0000010c43fc6585,4039,none,none,,1c4b309dd60c0630fd47706b095d954e
538917647,0x201F3B0F,0000010c43fc6585,4805,none,none,,662972e842e11f0819ea36d00e3d3f45
539006465,0x20209601,0000010c43fc6585,4039,none,0D@1416,0000010d43fc674b,d3277b84f1548f1d4759dc4c3b3596be
539100568,0x20220598,0000010c43fc6585,4805,none,0D@1300,0000010d43fc654b,cfbf06b205736b2cd11350496914fd2d
539283893,0x2024D1B5,0000010c43fc6585,4039,none,none,,b45373c60a6ec1160bdbb22c7fe8c8ea
539373764,0x202630C4,0000010c43fc6585,4039,none,none,,7e16a6b240819f84b785d2a82d7c0752
539520103,0x20286C67,0000010c43fc6585,4039,none,0D@1130,0000010d43fc647b,4390a38d801ed1535b7e214916b0bffe
539820696,0x202D0298,0000010c43fc6585,4039,none,0D@1304,0000010d43fc654b,ce1eb50008e72d6e94de8da669550877
539903262,0x202E451E,0000010c43fc6585,4039,none,none,,7ebc33d888b4ea1a7168d6b139d577d2
540068263,0x2030C9A7,0000010c43fc6585,4039,none,0D@1241,0000010d409b0000,afdd34e9c6f66829fd11d0b336d66112
540143203,0x2031EE63,0000010c43fc6585,4039,none,0D@1235,0000010d43fc654b,595ac95df09f42204de4044620709e8d
540215985,0x20330AB1,0000010c43fc6585,4039,none,0D@1190,0000010d43fc654b,e965d937aa7ee196efb258e330181975
540356905,0x20353129,0000010c43fc6585,4039,none,0D@1169,0000010d43fc654b,d56322f8cd794a74eb3cf8d601be0e16
540509225,0x20378429,0000010c43fc6585,4039,none,0D@1225,0000010d43fc654b,561618c3afedefef8f6e7654f9aac4ed
540581172,0x20389D34,0000010c43fc6585,4029,none,0D@1326,0000010d50a30071,e8a9b0514b3312ac4f3d665b83887d45
540650215,0x2039AAE7,0000010c43fc6585,4848,none,0D@1217,0000010d43fc655a,168a749f7f5d84e7bfd918cad846b294
540842990,0x203C9BEE,0000010c43fc6585,4039,none,0D@1674,0000010d54cf0000,dfba07cdff6386c13ed17eb2588f5611
540988984,0x203ED638,0000010c43fc6585,4039,none,0D@1212,0000010d40970000,03f4a09560fa71c7211a8818f0589ae3
541077189,0x20402EC5,0000010c43fc6585,4039,none,none,,1382842d7a3394ab2161faa9739802a6
541100631,0x20408A57,0000010c43fc6585,4039,none,0D@914,0000010d43fc654b,585f5a9e897fa86bd492b38dee44f932
541170188,0x20419A0C,0000010c43fc6585,4039,none,0D@866,0000010d43fc654b,92c50e8d08302908153fdb0410b58f1c
541401509,0x204521A5,0000010c43fc6585,4039,none,0D@1184,0000010d5c580000,aeb89a7d49a6540285bba24702c38b4f
541478150,0x20464D06,0000010c43fc6585,4039,none,0D@1353,0000010d43fc654b,35f2f1fbd0e2bb48bc975bef34c64e67
541558742,0x204787D6,0000010c43fc6585,4039,none,none,,e62bde9e52bce65af6fdad681d59272b
541714899,0x2049E9D3,0000010c43fc6585,4805,none,0D@1322,0000010d43fc654b,0e38cf77723a33f98c693084ffbf58d0
541799986,0x204B3632,0000010c43fc6585,4039,none,0D@1309,0000010d43fc654b,de944b9d7ee37c432bcc6b701b61dcd4
541884908,0x204C81EC,0000010c43fc6585,4039,none,0D@1194,0000010d43fc654b,74cbcc3862355dbb1232705fa717a42e
542028155,0x204EB17B,0000010c43fc6585,4039,none,0D@1197,0000010d43fc654b,5d6b10b73881bf6da320dc99771f3422
542107843,0x204FE8C3,0000010c43fc6585,4039,none,none,,f63349ada02d79c29685abe9b4c9bdaf
542362064,0x2053C9D0,0000010c43fc6585,4039,none,0D@1562,0000010d43fc654b,0fea4f966be50ee1a1e287782b21af43
542459656,0x20554708,0000010c43fc6585,4039,none,0D@1472,0000010d43fc654b,3a1638b1715275a29b19eb286515a32a
542644141,0x205817AD,0000010c43fc6585,4039,none,0D@1359,0000010d43fc654b,47831ff420f670dc81054fc26d3ca2fc
542834095,0x205AFDAF,0000010c43fc6585,4039,none,0D@1392,0000010d43fc654b,66dbd99738f64f7466da241b25bfe003
542933627,0x205C827B,0000010c43fc6585,4039,none,0D@1302,0000010d43fc654b,7ca44b9f8448c42204bc27cca5b2a614
543021809,0x205DDAF1,0000010c43fc6585,4039,none,0D@1275,0000010d43fc654b,15ce7bc47305b1098923a5e651374044
543109525,0x205F3195,0000010c43fc6585,4039,none,0D@1431,0000010d43fc654b,613e792f1c1706f4b5c61a00dc80ef6c
543203725,0x2060A18D,0000010c43fc6585,4039,none,none,,a833d541318d5a0c41f69c19af2c751e
543575763,0x20664ED3,0000010c43fc6585,4805,none,none,,233668b7fdc86cc01d4aeced892d9587
543670930,0x2067C292,0000010c43fc6585,4039,none,none,,c18915654f457eefea7994abcd0a6af2
543757266,0x206913D2,0000010c43fc6585,4039,none,0D@1207,0000010d43fc654b,fe277ce7b72ae2b0b6154bac042e01e4
543833467,0x206A3D7B,0000010c43fc6585,4039,none,0D@1128,0000010d43fc674b,d2635ac02b92ff40bd84d4a9c459c604
543921216,0x206B9440,0000010c43fc6585,4039,none,0D@1227,0000010d43fc647b,5e5456661ed7df175848e0b258f1a4c3
544013854,0x206CFE1E,0000010c43fc6585,4039,none,0D@1195,0000010d43fc654b,bc302ff82dcbc9b5eb926666bfe86889
544243021,0x20707D4D,0000010c43fc6585,4039,none,0D@1227,0000010d43fc654b,8125116c4ec4fa23eb9d30221eea68d9
544390615,0x2072BDD7,0000010c43fc6585,4805,none,0D@1333,0000010d43fc654b,e1db08459ad54921471619d28de3eaac
544474147,0x20740423,0000010c43fc6585,4039,none,0D@1293,0000010d43fc654b,78b7a58715f4206589b6c4ce9048d767
544722318,0x2077CD8E,0000010c43fc6585,4039,none,0D@1067,0000010d43fc654b,95c61a4abb4538abaf7a10696dbe6e76
544887327,0x207A521F,0000010c43fc6585,4039,none,0D@1221,0000010d43fc654b,e04a29cacf8e91395c065bc537df2901
544963913,0x207B7D49,0000010c43fc6585,4039,none,none,,6bd7e173d8709b5ceec309c9b37c51a3
