record_offset,sig8,body_prefix,route_layer,matched_field,field_value,window_start,window_end,window_state,status,content_class,family_id,confidence,semantic_label,source_stage,source_candidate,rationale
593484912,0000010c43fc7d92,c900,pair_only,,,,,pair_only_no_window,clean,track_menu_preview_fmv,track_menu_preview_family_01,high,43fc7d_track_menu_preview_01,stage49,43fc7d,pair_only_integrated_stage53
594522257,0000010c43fc7d92,c900,pair_only,,,,,pair_only_no_window,clean,track_menu_preview_fmv,track_menu_preview_family_01,high,43fc7d_track_menu_preview_01,stage49,43fc7d,pair_only_integrated_stage53
595240874,0000010c43fc7d92,c900,pair_only,,,,,pair_only_no_window,clean,track_menu_preview_fmv,track_menu_preview_family_01,high,43fc7d_track_menu_preview_01,stage49,43fc7d,pair_only_integrated_stage53
595318369,0000010c43fc7d92,c900,pair_only,,,,,pair_only_no_window,clean,track_menu_preview_fmv,track_menu_preview_family_01,high,43fc7d_track_menu_preview_01,stage49,43fc7d,pair_only_integrated_stage53
596932646,0000010c43fc7d92,c900,pair_only,,,,,pair_only_no_window,clean,track_menu_preview_fmv,track_menu_preview_family_01,high,43fc7d_track_menu_preview_01,stage49,43fc7d,pair_only_integrated_stage53
597603108,0000010c43fc7d92,c900,pair_only,,,,,pair_only_no_window,clean,track_menu_preview_fmv,track_menu_preview_family_01,high,43fc7d_track_menu_preview_01,stage49,43fc7d,pair_only_integrated_stage53
598781682,0000010c43fc7d92,c900,pair_only,,,,,pair_only_no_window,clean,track_menu_preview_fmv,track_menu_preview_family_01,high,43fc7d_track_menu_preview_01,stage49,43fc7d,pair_only_integrated_stage53
599722048,0000010c43fc7d92,c900,pair_only,,,,,pair_only_no_window,clean,track_menu_preview_fmv,track_menu_preview_family_01,high,43fc7d_track_menu_preview_01,stage49,43fc7d,pair_only_integrated_stage53
600566208,0000010c43fc7d92,c900,pair_only,,,,,pair_only_no_window,clean,track_menu_preview_fmv,track_menu_preview_family_01,high,43fc7d_track_menu_preview_01,stage49,43fc7d,pair_only_integrated_stage53
983921745,0000010c43fc7d92,c900,pair_only,,,,,pair_only_no_window,clean,track_menu_preview_fmv,track_menu_preview_family_01,high,43fc7d_track_menu_preview_01,stage49,43fc7d,pair_only_integrated_stage53
985547353,0000010c43fc7d92,c900,pair_only,,,,,pair_only_no_window,clean,track_menu_preview_fmv,track_menu_preview_family_01,high,43fc7d_track_menu_preview_01,stage49,43fc7d,pair_only_integrated_stage53
997113905,0000010c43fc7d92,c900,pair_only,,,,,pair_only_no_window,clean,track_menu_preview_fmv,track_menu_preview_family_01,high,43fc7d_track_menu_preview_01,stage49,43fc7d,pair_only_integrated_stage53
997185389,0000010c43fc7d92,c900,pair_only,,,,,pair_only_no_window,clean,track_menu_preview_fmv,track_menu_preview_family_01,high,43fc7d_track_menu_preview_01,stage49,43fc7d,pair_only_integrated_stage53
997849595,0000010c43fc7d92,c900,pair_only,,,,,pair_only_no_window,clean,track_menu_preview_fmv,track_menu_preview_family_01,high,43fc7d_track_menu_preview_01,stage49,43fc7d,pair_only_integrated_stage53
998027827,0000010c43fc7d92,c900,pair_only,,,,,pair_only_no_window,clean,track_menu_preview_fmv,track_menu_preview_family_01,high,43fc7d_track_menu_preview_01,stage49,43fc7d,pair_only_integrated_stage53
999056067,0000010c43fc7d92,c900,pair_only,,,,,pair_only_no_window,clean,track_menu_preview_fmv,track_menu_preview_family_01,high,43fc7d_track_menu_preview_01,stage49,43fc7d,pair_only_integrated_stage53
999769509,0000010c43fc7d92,c900,pair_only,,,,,pair_only_no_window,clean,track_menu_preview_fmv,track_menu_preview_family_01,high,43fc7d_track_menu_preview_01,stage49,43fc7d,pair_only_integrated_stage53
999846432,0000010c43fc7d92,c900,pair_only,,,,,pair_only_no_window,clean,track_menu_preview_fmv,track_menu_preview_family_01,high,43fc7d_track_menu_preview_01,stage49,43fc7d,pair_only_integrated_stage53
1000627763,0000010c43fc7d92,c900,pair_only,,,,,pair_only_no_window,clean,track_menu_preview_fmv,track_menu_preview_family_01,high,43fc7d_track_menu_preview_01,stage49,43fc7d,pair_only_integrated_stage53
1001384947,0000010c43fc7d92,c900,pair_only,,,,,pair_only_no_window,clean,track_menu_preview_fmv,track_menu_preview_family_01,high,43fc7d_track_menu_preview_01,stage49,43fc7d,pair_only_integrated_stage53
1001454622,0000010c43fc7d92,c900,pair_only,,,,,pair_only_no_window,clean,track_menu_preview_fmv,track_menu_preview_family_01,high,43fc7d_track_menu_preview_01,stage49,43fc7d,pair_only_integrated_stage53
1002119933,0000010c43fc7d92,c900,pair_only,,,,,pair_only_no_window,clean,track_menu_preview_fmv,track_menu_preview_family_01,high,43fc7d_track_menu_preview_01,stage49,43fc7d,pair_only_integrated_stage53
1002306855,0000010c43fc7d92,c900,pair_only,,,,,pair_only_no_window,clean,track_menu_preview_fmv,track_menu_preview_family_01,high,43fc7d_track_menu_preview_01,stage49,43fc7d,pair_only_integrated_stage53
1003288425,0000010c43fc7d92,c900,pair_only,,,,,pair_only_no_window,clean,track_menu_preview_fmv,track_menu_preview_family_01,high,43fc7d_track_menu_preview_01,stage49,43fc7d,pair_only_integrated_stage53
1004141174,0000010c43fc7d92,c900,pair_only,,,,,pair_only_no_window,clean,track_menu_preview_fmv,track_menu_preview_family_01,high,43fc7d_track_menu_preview_01,stage49,43fc7d,pair_only_integrated_stage53
1004221543,0000010c43fc7d92,c900,pair_only,,,,,pair_only_no_window,clean,track_menu_preview_fmv,track_menu_preview_family_01,high,43fc7d_track_menu_preview_01,stage49,43fc7d,pair_only_integrated_stage53
1005058785,0000010c43fc7d92,c900,pair_only,,,,,pair_only_no_window,clean,track_menu_preview_fmv,track_menu_preview_family_01,high,43fc7d_track_menu_preview_01,stage49,43fc7d,pair_only_integrated_stage53
186744207,0000010c43fc7d92,c90f,pair_only,,,,,pair_only_no_window,clean,challenge_preview_fmv,43fc7d_challenge_preview_01,high,43fc7d_challenge_preview_01,stage49,43fc7d,pair_only_integrated_stage53
187643069,0000010c43fc7d92,c90f,pair_only,,,,,pair_only_no_window,clean,challenge_preview_fmv,43fc7d_challenge_preview_01,high,43fc7d_challenge_preview_01,stage49,43fc7d,pair_only_integrated_stage53
189416077,0000010c43fc7d92,c90f,pair_only,,,,,pair_only_no_window,clean,challenge_preview_fmv,43fc7d_challenge_preview_01,high,43fc7d_challenge_preview_01,stage49,43fc7d,pair_only_integrated_stage53
190107272,0000010c43fc7d92,c90f,pair_only,,,,,pair_only_no_window,clean,challenge_preview_fmv,43fc7d_challenge_preview_01,high,43fc7d_challenge_preview_01,stage49,43fc7d,pair_only_integrated_stage53
191040091,0000010c43fc7d92,c90f,pair_only,,,,,pair_only_no_window,clean,challenge_preview_fmv,43fc7d_challenge_preview_01,high,43fc7d_challenge_preview_01,stage49,43fc7d,pair_only_integrated_stage53
191946045,0000010c43fc7d92,c90f,pair_only,,,,,pair_only_no_window,clean,challenge_preview_fmv,43fc7d_challenge_preview_01,high,43fc7d_challenge_preview_01,stage49,43fc7d,pair_only_integrated_stage53
193810990,0000010c43fc7d92,c90f,pair_only,,,,,pair_only_no_window,clean,challenge_preview_fmv,43fc7d_challenge_preview_01,high,43fc7d_challenge_preview_01,stage49,43fc7d,pair_only_integrated_stage53
194547603,0000010c43fc7d92,c90f,pair_only,,,,,pair_only_no_window,clean,challenge_preview_fmv,43fc7d_challenge_preview_01,high,43fc7d_challenge_preview_01,stage49,43fc7d,pair_only_integrated_stage53
592496770,0000010c43fc7d92,c90f,pair_only,,,,,pair_only_no_window,clean,challenge_preview_fmv,43fc7d_challenge_preview_01,high,43fc7d_challenge_preview_01,stage49,43fc7d,pair_only_integrated_stage53
593395632,0000010c43fc7d92,c90f,pair_only,,,,,pair_only_no_window,clean,challenge_preview_fmv,43fc7d_challenge_preview_01,high,43fc7d_challenge_preview_01,stage49,43fc7d,pair_only_integrated_stage53
595168640,0000010c43fc7d92,c90f,pair_only,,,,,pair_only_no_window,clean,challenge_preview_fmv,43fc7d_challenge_preview_01,high,43fc7d_challenge_preview_01,stage49,43fc7d,pair_only_integrated_stage53
595859835,0000010c43fc7d92,c90f,pair_only,,,,,pair_only_no_window,clean,challenge_preview_fmv,43fc7d_challenge_preview_01,high,43fc7d_challenge_preview_01,stage49,43fc7d,pair_only_integrated_stage53
596792654,0000010c43fc7d92,c90f,pair_only,,,,,pair_only_no_window,clean,challenge_preview_fmv,43fc7d_challenge_preview_01,high,43fc7d_challenge_preview_01,stage49,43fc7d,pair_only_integrated_stage53
597698608,0000010c43fc7d92,c90f,pair_only,,,,,pair_only_no_window,clean,challenge_preview_fmv,43fc7d_challenge_preview_01,high,43fc7d_challenge_preview_01,stage49,43fc7d,pair_only_integrated_stage53
599563553,0000010c43fc7d92,c90f,pair_only,,,,,pair_only_no_window,clean,challenge_preview_fmv,43fc7d_challenge_preview_01,high,43fc7d_challenge_preview_01,stage49,43fc7d,pair_only_integrated_stage53
600300166,0000010c43fc7d92,c90f,pair_only,,,,,pair_only_no_window,clean,challenge_preview_fmv,43fc7d_challenge_preview_01,high,43fc7d_challenge_preview_01,stage49,43fc7d,pair_only_integrated_stage53
997047000,0000010c43fc7d92,c90f,pair_only,,,,,pair_only_no_window,clean,challenge_preview_fmv,43fc7d_challenge_preview_01,high,43fc7d_challenge_preview_01,stage49,43fc7d,pair_only_integrated_stage53
997939291,0000010c43fc7d92,c90f,pair_only,,,,,pair_only_no_window,clean,challenge_preview_fmv,43fc7d_challenge_preview_01,high,43fc7d_challenge_preview_01,stage49,43fc7d,pair_only_integrated_stage53
998952694,0000010c43fc7d92,c90f,pair_only,,,,,pair_only_no_window,clean,challenge_preview_fmv,43fc7d_challenge_preview_01,high,43fc7d_challenge_preview_01,stage49,43fc7d,pair_only_integrated_stage53
999697539,0000010c43fc7d92,c90f,pair_only,,,,,pair_only_no_window,clean,challenge_preview_fmv,43fc7d_challenge_preview_01,high,43fc7d_challenge_preview_01,stage49,43fc7d,pair_only_integrated_stage53
999918278,0000010c43fc7d92,c90f,pair_only,,,,,pair_only_no_window,clean,challenge_preview_fmv,43fc7d_challenge_preview_01,high,43fc7d_challenge_preview_01,stage49,43fc7d,pair_only_integrated_stage53
1000384078,0000010c43fc7d92,c90f,pair_only,,,,,pair_only_no_window,clean,challenge_preview_fmv,43fc7d_challenge_preview_01,high,43fc7d_challenge_preview_01,stage49,43fc7d,pair_only_integrated_stage53
1000544760,0000010c43fc7d92,c90f,pair_only,,,,,pair_only_no_window,clean,challenge_preview_fmv,43fc7d_challenge_preview_01,high,43fc7d_challenge_preview_01,stage49,43fc7d,pair_only_integrated_stage53
1001315591,0000010c43fc7d92,c90f,pair_only,,,,,pair_only_no_window,clean,challenge_preview_fmv,43fc7d_challenge_preview_01,high,43fc7d_challenge_preview_01,stage49,43fc7d,pair_only_integrated_stage53
1002214599,0000010c43fc7d92,c90f,pair_only,,,,,pair_only_no_window,clean,challenge_preview_fmv,43fc7d_challenge_preview_01,high,43fc7d_challenge_preview_01,stage49,43fc7d,pair_only_integrated_stage53
1003199231,0000010c43fc7d92,c90f,pair_only,,,,,pair_only_no_window,clean,challenge_preview_fmv,43fc7d_challenge_preview_01,high,43fc7d_challenge_preview_01,stage49,43fc7d,pair_only_integrated_stage53
1004064069,0000010c43fc7d92,c90f,pair_only,,,,,pair_only_no_window,clean,challenge_preview_fmv,43fc7d_challenge_preview_01,high,43fc7d_challenge_preview_01,stage49,43fc7d,pair_only_integrated_stage53
1004303718,0000010c43fc7d92,c90f,pair_only,,,,,pair_only_no_window,clean,challenge_preview_fmv,43fc7d_challenge_preview_01,high,43fc7d_challenge_preview_01,stage49,43fc7d,pair_only_integrated_stage53
1004794990,0000010c43fc7d92,c90f,pair_only,,,,,pair_only_no_window,clean,challenge_preview_fmv,43fc7d_challenge_preview_01,high,43fc7d_challenge_preview_01,stage49,43fc7d,pair_only_integrated_stage53
195890308,0000010c43fc86e9,4cc3,field_aware,pos094,890066041.0,889934969.0,892818553.0,routable,clean,challenge_preview,challenge_preview_family_misc,high,Chevreuse challenge preview,stage49,43fc86_stage41_rank06_pos094_350D5479_35101479.pss,field_aware_integrated_stage53
196598496,0000010c43fc86e9,4cc3,field_aware,pos094,438841755.0,438710683.0,441594267.0,routable,clean,challenge_preview,challenge_preview_family_misc,high,Chevreuse challenge preview,stage49,43fc86_stage41_rank06_pos094_350D5479_35101479.pss,field_aware_integrated_stage53
197931551,0000010c43fc86e9,4cc3,field_aware,pos094,2828197524.0,2828066452.0,1225915283.0,truncated_or_oob,clean,challenge_preview,challenge_preview_family_misc,high,Chevreuse challenge preview,stage49,43fc86_stage41_rank06_pos094_350D5479_35101479.pss,field_aware_integrated_stage53
601642871,0000010c43fc86e9,4cc3,field_aware,pos094,890066041.0,889934969.0,892818553.0,routable,clean,challenge_preview,challenge_preview_family_misc,high,Chevreuse challenge preview,stage49,43fc86_stage41_rank06_pos094_350D5479_35101479.pss,field_aware_integrated_stage53
602351059,0000010c43fc86e9,4cc3,field_aware,pos094,438841755.0,438710683.0,441594267.0,routable,clean,challenge_preview,challenge_preview_family_misc,high,Chevreuse challenge preview,stage49,43fc86_stage41_rank06_pos094_350D5479_35101479.pss,field_aware_integrated_stage53
603684114,0000010c43fc86e9,4cc3,field_aware,pos094,2828197524.0,2828066452.0,1225915283.0,truncated_or_oob,clean,challenge_preview,challenge_preview_family_misc,high,Chevreuse challenge preview,stage49,43fc86_stage41_rank06_pos094_350D5479_35101479.pss,field_aware_integrated_stage53
1006138454,0000010c43fc86e9,4cc3,field_aware,pos094,890066041.0,889934969.0,892818553.0,routable,clean,challenge_preview,challenge_preview_family_misc,high,Chevreuse challenge preview,stage49,43fc86_stage41_rank06_pos094_350D5479_35101479.pss,field_aware_integrated_stage53
1006841143,0000010c43fc86e9,4cc3,field_aware,pos094,438841755.0,438710683.0,441594267.0,routable,clean,challenge_preview,challenge_preview_family_misc,high,Chevreuse challenge preview,stage49,43fc86_stage41_rank06_pos094_350D5479_35101479.pss,field_aware_integrated_stage53
1008164955,0000010c43fc86e9,4cc3,field_aware,pos094,2828197524.0,2828066452.0,1225915283.0,truncated_or_oob,clean,challenge_preview,challenge_preview_family_misc,high,Chevreuse challenge preview,stage49,43fc86_stage41_rank06_pos094_350D5479_35101479.pss,field_aware_integrated_stage53
195287425,0000010c43fc86e9,521f,field_aware,pos01c,1672152546.0,1672021474.0,1225915283.0,truncated_or_oob,clean,track_menu_preview,track_menu_preview_family_01,high,Bago track/menu preview,stage49,43fc86_stage41_rank05_pos01c_30B67AE2_30B93AE2.pss,field_aware_integrated_stage53
195954235,0000010c43fc86e9,521f,field_aware,pos01c,817265378.0,817134306.0,820017890.0,routable,clean,track_menu_preview,track_menu_preview_family_01,high,Bago track/menu preview,stage49,43fc86_stage41_rank05_pos01c_30B67AE2_30B93AE2.pss,field_aware_integrated_stage53
196160710,0000010c43fc86e9,521f,field_aware,pos01c,3285740225.0,3285609153.0,1225915283.0,truncated_or_oob,clean,track_menu_preview,track_menu_preview_family_01,high,Bago track/menu preview,stage49,43fc86_stage41_rank05_pos01c_30B67AE2_30B93AE2.pss,field_aware_integrated_stage53
197418381,0000010c43fc86e9,521f,field_aware,pos01c,2983527025.0,2983395953.0,1225915283.0,truncated_or_oob,clean,track_menu_preview,track_menu_preview_family_01,high,Bago track/menu preview,stage49,43fc86_stage41_rank05_pos01c_30B67AE2_30B93AE2.pss,field_aware_integrated_stage53
601039988,0000010c43fc86e9,521f,field_aware,pos01c,1672152546.0,1672021474.0,1225915283.0,truncated_or_oob,clean,track_menu_preview,track_menu_preview_family_01,high,Bago track/menu preview,stage49,43fc86_stage41_rank05_pos01c_30B67AE2_30B93AE2.pss,field_aware_integrated_stage53
601706798,0000010c43fc86e9,521f,field_aware,pos01c,817265378.0,817134306.0,820017890.0,routable,clean,track_menu_preview,track_menu_preview_family_01,high,Bago track/menu preview,stage49,43fc86_stage41_rank05_pos01c_30B67AE2_30B93AE2.pss,field_aware_integrated_stage53
601913273,0000010c43fc86e9,521f,field_aware,pos01c,3285740225.0,3285609153.0,1225915283.0,truncated_or_oob,clean,track_menu_preview,track_menu_preview_family_01,high,Bago track/menu preview,stage49,43fc86_stage41_rank05_pos01c_30B67AE2_30B93AE2.pss,field_aware_integrated_stage53
603170944,0000010c43fc86e9,521f,field_aware,pos01c,2983527025.0,2983395953.0,1225915283.0,truncated_or_oob,clean,track_menu_preview,track_menu_preview_family_01,high,Bago track/menu preview,stage49,43fc86_stage41_rank05_pos01c_30B67AE2_30B93AE2.pss,field_aware_integrated_stage53
1005539958,0000010c43fc86e9,521f,field_aware,pos01c,1672152546.0,1672021474.0,1225915283.0,truncated_or_oob,clean,track_menu_preview,track_menu_preview_family_01,high,Bago track/menu preview,stage49,43fc86_stage41_rank05_pos01c_30B67AE2_30B93AE2.pss,field_aware_integrated_stage53
1006201978,0000010c43fc86e9,521f,field_aware,pos01c,817265378.0,817134306.0,820017890.0,routable,clean,track_menu_preview,track_menu_preview_family_01,high,Bago track/menu preview,stage49,43fc86_stage41_rank05_pos01c_30B67AE2_30B93AE2.pss,field_aware_integrated_stage53
1006406939,0000010c43fc86e9,521f,field_aware,pos01c,3285740225.0,3285609153.0,1225915283.0,truncated_or_oob,clean,track_menu_preview,track_menu_preview_family_01,high,Bago track/menu preview,stage49,43fc86_stage41_rank05_pos01c_30B67AE2_30B93AE2.pss,field_aware_integrated_stage53
1007654588,0000010c43fc86e9,521f,field_aware,pos01c,2983527025.0,2983395953.0,1225915283.0,truncated_or_oob,clean,track_menu_preview,track_menu_preview_family_01,high,Bago track/menu preview,stage49,43fc86_stage41_rank05_pos01c_30B67AE2_30B93AE2.pss,field_aware_integrated_stage53
1008108392,0000010c43fc86e9,521f,field_aware,pos01c,3394636622.0,3394505550.0,1225915283.0,truncated_or_oob,clean,track_menu_preview,track_menu_preview_family_01,high,Bago track/menu preview,stage49,43fc86_stage41_rank05_pos01c_30B67AE2_30B93AE2.pss,field_aware_integrated_stage53
196890762,0000010c43fc86e9,530f,field_aware,pos094,917127835.0,916996763.0,919880347.0,routable,clean,track_menu_preview,track_menu_preview_family_01,high,Fujitsu Siemens track/menu preview,stage49,43fc86_stage41_rank03_pos094_36AA429B_36AD029B.pss,field_aware_integrated_stage53
198186576,0000010c43fc86e9,530f,field_aware,pos094,1094864538.0,1094733466.0,1097617050.0,routable,clean,track_menu_preview,track_menu_preview_family_01,high,Fujitsu Siemens track/menu preview,stage49,43fc86_stage41_rank03_pos094_36AA429B_36AD029B.pss,field_aware_integrated_stage53
602643325,0000010c43fc86e9,530f,field_aware,pos094,917127835.0,916996763.0,919880347.0,routable,clean,track_menu_preview,track_menu_preview_family_01,high,Fujitsu Siemens track/menu preview,stage49,43fc86_stage41_rank03_pos094_36AA429B_36AD029B.pss,field_aware_integrated_stage53
603939139,0000010c43fc86e9,530f,field_aware,pos094,1094864538.0,1094733466.0,1097617050.0,routable,clean,track_menu_preview,track_menu_preview_family_01,high,Fujitsu Siemens track/menu preview,stage49,43fc86_stage41_rank03_pos094_36AA429B_36AD029B.pss,field_aware_integrated_stage53
1005683021,0000010c43fc86e9,530f,field_aware,pos094,1423389776.0,1423258704.0,1225915283.0,truncated_or_oob,clean,track_menu_preview,track_menu_preview_family_01,high,Fujitsu Siemens track/menu preview,stage49,43fc86_stage41_rank03_pos094_36AA429B_36AD029B.pss,field_aware_integrated_stage53
1007130993,0000010c43fc86e9,530f,field_aware,pos094,917127835.0,916996763.0,919880347.0,routable,clean,track_menu_preview,track_menu_preview_family_01,high,Fujitsu Siemens track/menu preview,stage49,43fc86_stage41_rank03_pos094_36AA429B_36AD029B.pss,field_aware_integrated_stage53
1008418041,0000010c43fc86e9,530f,field_aware,pos094,1094864538.0,1094733466.0,1097617050.0,routable,clean,track_menu_preview,track_menu_preview_family_01,high,Fujitsu Siemens track/menu preview,stage49,43fc86_stage41_rank03_pos094_36AA429B_36AD029B.pss,field_aware_integrated_stage53
196524627,0000010c43fc86e9,6487,field_aware,pos008,595953508.0,595822436.0,598706020.0,routable,rejected,video_like_nonstandard,video_like_nonstandard,high,broken nonstandard video-like payload,stage49,43fc86_stage41_rank07_pos008_23858764_23884764.pss,field_aware_integrated_stage53
602277190,0000010c43fc86e9,6487,field_aware,pos008,595953508.0,595822436.0,598706020.0,routable,rejected,video_like_nonstandard,video_like_nonstandard,high,broken nonstandard video-like payload,stage49,43fc86_stage41_rank07_pos008_23858764_23884764.pss,field_aware_integrated_stage53
1006767870,0000010c43fc86e9,6487,field_aware,pos008,595953508.0,595822436.0,598706020.0,routable,rejected,video_like_nonstandard,video_like_nonstandard,high,broken nonstandard video-like payload,stage49,43fc86_stage41_rank07_pos008_23858764_23884764.pss,field_aware_integrated_stage53
197584664,0000010c43fc86e9,7243,normalized_deferred,pos028,3021048742.0,873434022.0,876317606.0,normalized_routable,soft_clean,challenge_preview,challenge_preview_family_misc,medium_high,off-road multi-vehicle challenge preview (normalized 7243 closure),stage54,43fc86_7243_pos028_B4118BA6_minus_80000000_34118BA6.pss,stage54_targeted_pair_closure|norm=0x80000000|normalized_value=873565094
603337227,0000010c43fc86e9,7243,normalized_deferred,pos028,3021048742.0,873434022.0,876317606.0,normalized_routable,soft_clean,challenge_preview,challenge_preview_family_misc,medium_high,off-road multi-vehicle challenge preview (normalized 7243 closure),stage54,43fc86_7243_pos028_B4118BA6_minus_80000000_34118BA6.pss,stage54_targeted_pair_closure|norm=0x80000000|normalized_value=873565094
1007819638,0000010c43fc86e9,7243,normalized_deferred,pos028,3021048742.0,873434022.0,876317606.0,normalized_routable,soft_clean,challenge_preview,challenge_preview_family_misc,medium_high,off-road multi-vehicle challenge preview (normalized 7243 closure),stage54,43fc86_7243_pos028_B4118BA6_minus_80000000_34118BA6.pss,stage54_targeted_pair_closure|norm=0x80000000|normalized_value=873565094
127361425,0000010c43fc9ae9,71d0,field_exact,pos020,162754444.0,162623372.0,165506956.0,routable,soft_clean,track_menu_preview,track_menu_preview_family_01,medium_high,audio-backed track/menu preview candidate,stage51,43fc9a_stage24_rank02_pos020_09B16F8C_09DD6F8C.pss,audio_present|mpeg1video|sane_duration|visual_sheet_unreliable
533113988,0000010c43fc9ae9,71d0,field_exact,pos020,162754444.0,162623372.0,165506956.0,routable,soft_clean,track_menu_preview,track_menu_preview_family_01,medium_high,audio-backed track/menu preview candidate,stage51,43fc9a_stage24_rank02_pos020_09B16F8C_09DD6F8C.pss,audio_present|mpeg1video|sane_duration|visual_sheet_unreliable
929497332,0000010c43fc9ae9,71d0,field_exact,pos020,162754444.0,162623372.0,165506956.0,routable,soft_clean,track_menu_preview,track_menu_preview_family_01,medium_high,audio-backed track/menu preview candidate,stage51,43fc9a_stage24_rank02_pos020_09B16F8C_09DD6F8C.pss,audio_present|mpeg1video|sane_duration|visual_sheet_unreliable
934140139,0000010c43fc9ae9,71d0,field_exact,pos020,162754444.0,162623372.0,165506956.0,routable,soft_clean,track_menu_preview,track_menu_preview_family_01,medium_high,audio-backed track/menu preview candidate,stage51,43fc9a_stage24_rank02_pos020_09B16F8C_09DD6F8C.pss,audio_present|mpeg1video|sane_duration|visual_sheet_unreliable
938014466,0000010c43fc9ae9,71d0,field_exact,pos020,162754444.0,162623372.0,165506956.0,routable,soft_clean,track_menu_preview,track_menu_preview_family_01,medium_high,audio-backed track/menu preview candidate,stage51,43fc9a_stage24_rank02_pos020_09B16F8C_09DD6F8C.pss,audio_present|mpeg1video|sane_duration|visual_sheet_unreliable
68966,0000010c43fc9ae9,7321,normalized_deferred,pos024,3774146039.0,821224951.0,824108535.0,normalized_routable,soft_clean,track_flythrough_preview,track_flythrough_family_01,medium,Bago-overlay track flythrough preview (normalized deferred_oob),stage52,p024_bnorm_e0f4e5f7_30F2E5F7_311EE5F7,normalized_oob|visual_confirmed|bago_overlay|course_flythrough|mpeg2video|duration_missing|norm=0xB0000000|normalized_value=821356023
