record_index,record_offset,record_offset_hex,sig8,body_prefix,tail_sig8,branch_family,field_pos_dec,field_pos_hex,cand_off,cand_off_hex,cluster_start,cluster_start_hex,cluster_end,cluster_end_hex,bank_id,rule_sig8,rule_body_prefix,rule_field_pos_hex,media_class,content_label,human_label,stage7_output_file,stage7_output_path,stage7_sha256,stage7_duration,stage7_stream_types,hex_start,hex_end,record_content_key
194,987922496,0x3AE28040,0000010c43fc6f8b,2402,0000010d43fc7943,0000010c43fc6f8b|2402,20,0x014,879179335,0x34673647,879168063,0x34670A3F,884050495,0x34B18A3F,BANK_16,0000010c43fc6f8b,2402,0x014,challenge_preview_fmv,challenge_preview_02,Challenge preview B,challenge_preview_02_BANK_16_34670A3F_34B18A3F.pss,/mnt/data/semantic_pass_43fc6f_stage7/unique_media/challenge_preview_02_BANK_16_34670A3F_34B18A3F.pss,d7f20dc7abe02b461103d5d95460ad8b08e00217e450845120450f8072b218e3,19.8,video,0x34670A3F,0x34B18A3F,challenge_preview_02::BANK_16
221,991595922,0x3B1A8D92,0000010c43fc6f8b,2402,0000010d43fc7943,0000010c43fc6f8b|2402,20,0x014,879179335,0x34673647,879168063,0x34670A3F,884050495,0x34B18A3F,BANK_16,0000010c43fc6f8b,2402,0x014,challenge_preview_fmv,challenge_preview_02,Challenge preview B,challenge_preview_02_BANK_16_34670A3F_34B18A3F.pss,/mnt/data/semantic_pass_43fc6f_stage7/unique_media/challenge_preview_02_BANK_16_34670A3F_34B18A3F.pss,d7f20dc7abe02b461103d5d95460ad8b08e00217e450845120450f8072b218e3,19.8,video,0x34670A3F,0x34B18A3F,challenge_preview_02::BANK_16
22,178532071,0x0AA42EE7,0000010c43fc6f91,2015,0000010d43fc7743,0000010c43fc6f91|2015,20,0x014,968047002,0x39B3399A,968039992,0x39B31E38,976789048,0x3A389E38,BANK_20,0000010c43fc6f91,2015,0x014,menu_background_fmv,menu_background_01,Main menu background FMV,menu_background_01_BANK_20_39B31E38_3A389E38.pss,/mnt/data/semantic_pass_43fc6f_stage7/unique_media/menu_background_01_BANK_20_39B31E38_3A389E38.pss,994ccf2efb90116241e58305c9cd6e709c85d193432417076ba881ec485f6da2,55.16,video,0x39B31E38,0x3A389E38,menu_background_01::BANK_20
108,584284634,0x22D379DA,0000010c43fc6f91,2015,0000010d43fc7743,0000010c43fc6f91|2015,20,0x014,968047002,0x39B3399A,968039992,0x39B31E38,976789048,0x3A389E38,BANK_20,0000010c43fc6f91,2015,0x014,menu_background_fmv,menu_background_01,Main menu background FMV,menu_background_01_BANK_20_39B31E38_3A389E38.pss,/mnt/data/semantic_pass_43fc6f_stage7/unique_media/menu_background_01_BANK_20_39B31E38_3A389E38.pss,994ccf2efb90116241e58305c9cd6e709c85d193432417076ba881ec485f6da2,55.16,video,0x39B31E38,0x3A389E38,menu_background_01::BANK_20
201,988878749,0x3AF1179D,0000010c43fc6f91,2015,0000010d43fc7743,0000010c43fc6f91|2015,20,0x014,968047002,0x39B3399A,968039992,0x39B31E38,976789048,0x3A389E38,BANK_20,0000010c43fc6f91,2015,0x014,menu_background_fmv,menu_background_01,Main menu background FMV,menu_background_01_BANK_20_39B31E38_3A389E38.pss,/mnt/data/semantic_pass_43fc6f_stage7/unique_media/menu_background_01_BANK_20_39B31E38_3A389E38.pss,994ccf2efb90116241e58305c9cd6e709c85d193432417076ba881ec485f6da2,55.16,video,0x39B31E38,0x3A389E38,menu_background_01::BANK_20
228,992600067,0x3B29E003,0000010c43fc6f91,2015,0000010d43fc7743,0000010c43fc6f91|2015,20,0x014,968047002,0x39B3399A,968039992,0x39B31E38,976789048,0x3A389E38,BANK_20,0000010c43fc6f91,2015,0x014,menu_background_fmv,menu_background_01,Main menu background FMV,menu_background_01_BANK_20_39B31E38_3A389E38.pss,/mnt/data/semantic_pass_43fc6f_stage7/unique_media/menu_background_01_BANK_20_39B31E38_3A389E38.pss,994ccf2efb90116241e58305c9cd6e709c85d193432417076ba881ec485f6da2,55.16,video,0x39B31E38,0x3A389E38,menu_background_01::BANK_20
7,176042623,0x0A7E327F,0000010c43fc6f91,201c,0000010d427d261e,0000010c43fc6f91|201c,108,0x06C,884339739,0x34B5F41B,884329027,0x34B5CA43,889932355,0x350B4A43,BANK_17,0000010c43fc6f91,201c,0x06C,challenge_preview_fmv,challenge_preview_03,Challenge preview C,challenge_preview_03_BANK_17_34B5CA43_350B4A43.pss,/mnt/data/semantic_pass_43fc6f_stage7/unique_media/challenge_preview_03_BANK_17_34B5CA43_350B4A43.pss,b632bd1be2e26a2390af486de1fbf953094b5a3a05c9a8ed94ff3d73645ee1b3,23.76,video,0x34B5CA43,0x350B4A43,challenge_preview_03::BANK_17
18,178188974,0x0A9EF2AE,0000010c43fc6f91,201c,0000010d43fc7943,0000010c43fc6f91|201c,108,0x06C,886082281,0x34D08AE9,886082115,0x34D08A43,889932355,0x350B4A43,BANK_17,0000010c43fc6f91,201c,0x06C,challenge_preview_fmv,challenge_preview_03,Challenge preview C,challenge_preview_03_BANK_17_34B5CA43_350B4A43.pss,/mnt/data/semantic_pass_43fc6f_stage7/unique_media/challenge_preview_03_BANK_17_34B5CA43_350B4A43.pss,b632bd1be2e26a2390af486de1fbf953094b5a3a05c9a8ed94ff3d73645ee1b3,23.76,video,0x34B5CA43,0x350B4A43,challenge_preview_03::BANK_17
27,179674492,0x0AB59D7C,0000010c43fc6f91,201c,0000010d43fc7943,0000010c43fc6f91|201c,108,0x06C,884339739,0x34B5F41B,884329027,0x34B5CA43,889932355,0x350B4A43,BANK_17,0000010c43fc6f91,201c,0x06C,challenge_preview_fmv,challenge_preview_03,Challenge preview C,challenge_preview_03_BANK_17_34B5CA43_350B4A43.pss,/mnt/data/semantic_pass_43fc6f_stage7/unique_media/challenge_preview_03_BANK_17_34B5CA43_350B4A43.pss,b632bd1be2e26a2390af486de1fbf953094b5a3a05c9a8ed94ff3d73645ee1b3,23.76,video,0x34B5CA43,0x350B4A43,challenge_preview_03::BANK_17
37,181920940,0x0AD7E4AC,0000010c43fc6f91,201c,0000010d43fc7943,0000010c43fc6f91|201c,108,0x06C,886082281,0x34D08AE9,886082115,0x34D08A43,889932355,0x350B4A43,BANK_17,0000010c43fc6f91,201c,0x06C,challenge_preview_fmv,challenge_preview_03,Challenge preview C,challenge_preview_03_BANK_17_34B5CA43_350B4A43.pss,/mnt/data/semantic_pass_43fc6f_stage7/unique_media/challenge_preview_03_BANK_17_34B5CA43_350B4A43.pss,b632bd1be2e26a2390af486de1fbf953094b5a3a05c9a8ed94ff3d73645ee1b3,23.76,video,0x34B5CA43,0x350B4A43,challenge_preview_03::BANK_17
93,581795186,0x22AD7D72,0000010c43fc6f91,201c,0000010d427d261e,0000010c43fc6f91|201c,108,0x06C,884339739,0x34B5F41B,884329027,0x34B5CA43,889932355,0x350B4A43,BANK_17,0000010c43fc6f91,201c,0x06C,challenge_preview_fmv,challenge_preview_03,Challenge preview C,challenge_preview_03_BANK_17_34B5CA43_350B4A43.pss,/mnt/data/semantic_pass_43fc6f_stage7/unique_media/challenge_preview_03_BANK_17_34B5CA43_350B4A43.pss,b632bd1be2e26a2390af486de1fbf953094b5a3a05c9a8ed94ff3d73645ee1b3,23.76,video,0x34B5CA43,0x350B4A43,challenge_preview_03::BANK_17
104,583941537,0x22CE3DA1,0000010c43fc6f91,201c,0000010d43fc7943,0000010c43fc6f91|201c,108,0x06C,886082281,0x34D08AE9,886082115,0x34D08A43,889932355,0x350B4A43,BANK_17,0000010c43fc6f91,201c,0x06C,challenge_preview_fmv,challenge_preview_03,Challenge preview C,challenge_preview_03_BANK_17_34B5CA43_350B4A43.pss,/mnt/data/semantic_pass_43fc6f_stage7/unique_media/challenge_preview_03_BANK_17_34B5CA43_350B4A43.pss,b632bd1be2e26a2390af486de1fbf953094b5a3a05c9a8ed94ff3d73645ee1b3,23.76,video,0x34B5CA43,0x350B4A43,challenge_preview_03::BANK_17
113,585427055,0x22E4E86F,0000010c43fc6f91,201c,0000010d43fc7943,0000010c43fc6f91|201c,108,0x06C,884339739,0x34B5F41B,884329027,0x34B5CA43,889932355,0x350B4A43,BANK_17,0000010c43fc6f91,201c,0x06C,challenge_preview_fmv,challenge_preview_03,Challenge preview C,challenge_preview_03_BANK_17_34B5CA43_350B4A43.pss,/mnt/data/semantic_pass_43fc6f_stage7/unique_media/challenge_preview_03_BANK_17_34B5CA43_350B4A43.pss,b632bd1be2e26a2390af486de1fbf953094b5a3a05c9a8ed94ff3d73645ee1b3,23.76,video,0x34B5CA43,0x350B4A43,challenge_preview_03::BANK_17
123,587673503,0x23072F9F,0000010c43fc6f91,201c,0000010d43fc7943,0000010c43fc6f91|201c,108,0x06C,886082281,0x34D08AE9,886082115,0x34D08A43,889932355,0x350B4A43,BANK_17,0000010c43fc6f91,201c,0x06C,challenge_preview_fmv,challenge_preview_03,Challenge preview C,challenge_preview_03_BANK_17_34B5CA43_350B4A43.pss,/mnt/data/semantic_pass_43fc6f_stage7/unique_media/challenge_preview_03_BANK_17_34B5CA43_350B4A43.pss,b632bd1be2e26a2390af486de1fbf953094b5a3a05c9a8ed94ff3d73645ee1b3,23.76,video,0x34B5CA43,0x350B4A43,challenge_preview_03::BANK_17
186,986400481,0x3ACB46E1,0000010c43fc6f91,201c,0000010d43fc7943,0000010c43fc6f91|201c,108,0x06C,884339739,0x34B5F41B,884329027,0x34B5CA43,889932355,0x350B4A43,BANK_17,0000010c43fc6f91,201c,0x06C,challenge_preview_fmv,challenge_preview_03,Challenge preview C,challenge_preview_03_BANK_17_34B5CA43_350B4A43.pss,/mnt/data/semantic_pass_43fc6f_stage7/unique_media/challenge_preview_03_BANK_17_34B5CA43_350B4A43.pss,b632bd1be2e26a2390af486de1fbf953094b5a3a05c9a8ed94ff3d73645ee1b3,23.76,video,0x34B5CA43,0x350B4A43,challenge_preview_03::BANK_17
197,988537314,0x3AEBE1E2,0000010c43fc6f91,201c,0000010d43fc7943,0000010c43fc6f91|201c,108,0x06C,886082281,0x34D08AE9,886082115,0x34D08A43,889932355,0x350B4A43,BANK_17,0000010c43fc6f91,201c,0x06C,challenge_preview_fmv,challenge_preview_03,Challenge preview C,challenge_preview_03_BANK_17_34B5CA43_350B4A43.pss,/mnt/data/semantic_pass_43fc6f_stage7/unique_media/challenge_preview_03_BANK_17_34B5CA43_350B4A43.pss,b632bd1be2e26a2390af486de1fbf953094b5a3a05c9a8ed94ff3d73645ee1b3,23.76,video,0x34B5CA43,0x350B4A43,challenge_preview_03::BANK_17
209,990014231,0x3B026B17,0000010c43fc6f91,201c,0000010d43fc7943,0000010c43fc6f91|201c,108,0x06C,884339739,0x34B5F41B,884329027,0x34B5CA43,889932355,0x350B4A43,BANK_17,0000010c43fc6f91,201c,0x06C,challenge_preview_fmv,challenge_preview_03,Challenge preview C,challenge_preview_03_BANK_17_34B5CA43_350B4A43.pss,/mnt/data/semantic_pass_43fc6f_stage7/unique_media/challenge_preview_03_BANK_17_34B5CA43_350B4A43.pss,b632bd1be2e26a2390af486de1fbf953094b5a3a05c9a8ed94ff3d73645ee1b3,23.76,video,0x34B5CA43,0x350B4A43,challenge_preview_03::BANK_17
224,992243829,0x3B247075,0000010c43fc6f91,201c,0000010d43fc7943,0000010c43fc6f91|201c,108,0x06C,886082281,0x34D08AE9,886082115,0x34D08A43,889932355,0x350B4A43,BANK_17,0000010c43fc6f91,201c,0x06C,challenge_preview_fmv,challenge_preview_03,Challenge preview C,challenge_preview_03_BANK_17_34B5CA43_350B4A43.pss,/mnt/data/semantic_pass_43fc6f_stage7/unique_media/challenge_preview_03_BANK_17_34B5CA43_350B4A43.pss,b632bd1be2e26a2390af486de1fbf953094b5a3a05c9a8ed94ff3d73645ee1b3,23.76,video,0x34B5CA43,0x350B4A43,challenge_preview_03::BANK_17
69,203388545,0x0C1F7681,0000010c43fc6f91,2402,0000010d43fc7743,0000010c43fc6f91|2402,148,0x094,850523357,0x32B1F4DD,850512427,0x32B1CA2B,853625387,0x32E14A2B,BANK_14,0000010c43fc6f91,2402,0x094,challenge_preview_fmv,challenge_preview_01,Challenge preview A,challenge_preview_01_BANK_14_328C4A2B_32E14A2B.pss,/mnt/data/semantic_pass_43fc6f_stage7/unique_media/challenge_preview_01_BANK_14_328C4A2B_32E14A2B.pss,9216fba9f80d37635136ab7e7e66b5e11ae387413ae84d0c688e501d5da9c51b,23.16,video,0x328C4A2B,0x32E14A2B,challenge_preview_01::BANK_14
155,609141108,0x244EC174,0000010c43fc6f91,2402,0000010d43fc7743,0000010c43fc6f91|2402,148,0x094,850523357,0x32B1F4DD,850512427,0x32B1CA2B,853625387,0x32E14A2B,BANK_14,0000010c43fc6f91,2402,0x094,challenge_preview_fmv,challenge_preview_01,Challenge preview A,challenge_preview_01_BANK_14_328C4A2B_32E14A2B.pss,/mnt/data/semantic_pass_43fc6f_stage7/unique_media/challenge_preview_01_BANK_14_328C4A2B_32E14A2B.pss,9216fba9f80d37635136ab7e7e66b5e11ae387413ae84d0c688e501d5da9c51b,23.16,video,0x328C4A2B,0x32E14A2B,challenge_preview_01::BANK_14
264,1013589920,0x3C6A27A0,0000010c43fc6f91,2402,0000010d43fc7743,0000010c43fc6f91|2402,148,0x094,850523357,0x32B1F4DD,850512427,0x32B1CA2B,853625387,0x32E14A2B,BANK_14,0000010c43fc6f91,2402,0x094,challenge_preview_fmv,challenge_preview_01,Challenge preview A,challenge_preview_01_BANK_14_328C4A2B_32E14A2B.pss,/mnt/data/semantic_pass_43fc6f_stage7/unique_media/challenge_preview_01_BANK_14_328C4A2B_32E14A2B.pss,9216fba9f80d37635136ab7e7e66b5e11ae387413ae84d0c688e501d5da9c51b,23.16,video,0x328C4A2B,0x32E14A2B,challenge_preview_01::BANK_14
6,175317904,0x0A732390,0000010c43fc6f92,c807,0000010d43fc7943,0000010c43fc6f92|c807,20,0x014,879179463,0x346736C7,879168063,0x34670A3F,884050495,0x34B18A3F,BANK_16,0000010c43fc6f92,c807,0x014,challenge_preview_fmv,challenge_preview_02,Challenge preview B,challenge_preview_02_BANK_16_34670A3F_34B18A3F.pss,/mnt/data/semantic_pass_43fc6f_stage7/unique_media/challenge_preview_02_BANK_16_34670A3F_34B18A3F.pss,d7f20dc7abe02b461103d5d95460ad8b08e00217e450845120450f8072b218e3,19.8,video,0x34670A3F,0x34B18A3F,challenge_preview_02::BANK_16
19,178252192,0x0A9FE9A0,0000010c43fc6f92,c807,0000010d425e418f,0000010c43fc6f92|c807,20,0x014,879179335,0x34673647,879168063,0x34670A3F,884050495,0x34B18A3F,BANK_16,0000010c43fc6f92,c807,0x014,challenge_preview_fmv,challenge_preview_02,Challenge preview B,challenge_preview_02_BANK_16_34670A3F_34B18A3F.pss,/mnt/data/semantic_pass_43fc6f_stage7/unique_media/challenge_preview_02_BANK_16_34670A3F_34B18A3F.pss,d7f20dc7abe02b461103d5d95460ad8b08e00217e450845120450f8072b218e3,19.8,video,0x34670A3F,0x34B18A3F,challenge_preview_02::BANK_16
25,179023206,0x0AABAD66,0000010c43fc6f92,c807,0000010d43d84188,0000010c43fc6f92|c807,20,0x014,879179463,0x346736C7,879168063,0x34670A3F,884050495,0x34B18A3F,BANK_16,0000010c43fc6f92,c807,0x014,challenge_preview_fmv,challenge_preview_02,Challenge preview B,challenge_preview_02_BANK_16_34670A3F_34B18A3F.pss,/mnt/data/semantic_pass_43fc6f_stage7/unique_media/challenge_preview_02_BANK_16_34670A3F_34B18A3F.pss,d7f20dc7abe02b461103d5d95460ad8b08e00217e450845120450f8072b218e3,19.8,video,0x34670A3F,0x34B18A3F,challenge_preview_02::BANK_16
28,179735786,0x0AB68CEA,0000010c43fc6f92,c807,0000010d427bbc4c,0000010c43fc6f92|c807,20,0x014,879179335,0x34673647,879168063,0x34670A3F,884050495,0x34B18A3F,BANK_16,0000010c43fc6f92,c807,0x014,challenge_preview_fmv,challenge_preview_02,Challenge preview B,challenge_preview_02_BANK_16_34670A3F_34B18A3F.pss,/mnt/data/semantic_pass_43fc6f_stage7/unique_media/challenge_preview_02_BANK_16_34670A3F_34B18A3F.pss,d7f20dc7abe02b461103d5d95460ad8b08e00217e450845120450f8072b218e3,19.8,video,0x34670A3F,0x34B18A3F,challenge_preview_02::BANK_16
38,181992331,0x0AD8FB8B,0000010c43fc6f92,c807,0000010d425e418f,0000010c43fc6f92|c807,20,0x014,879179335,0x34673647,879168063,0x34670A3F,884050495,0x34B18A3F,BANK_16,0000010c43fc6f92,c807,0x014,challenge_preview_fmv,challenge_preview_02,Challenge preview B,challenge_preview_02_BANK_16_34670A3F_34B18A3F.pss,/mnt/data/semantic_pass_43fc6f_stage7/unique_media/challenge_preview_02_BANK_16_34670A3F_34B18A3F.pss,d7f20dc7abe02b461103d5d95460ad8b08e00217e450845120450f8072b218e3,19.8,video,0x34670A3F,0x34B18A3F,challenge_preview_02::BANK_16
92,581070467,0x22A26E83,0000010c43fc6f92,c807,0000010d43fc7943,0000010c43fc6f92|c807,20,0x014,879179463,0x346736C7,879168063,0x34670A3F,884050495,0x34B18A3F,BANK_16,0000010c43fc6f92,c807,0x014,challenge_preview_fmv,challenge_preview_02,Challenge preview B,challenge_preview_02_BANK_16_34670A3F_34B18A3F.pss,/mnt/data/semantic_pass_43fc6f_stage7/unique_media/challenge_preview_02_BANK_16_34670A3F_34B18A3F.pss,d7f20dc7abe02b461103d5d95460ad8b08e00217e450845120450f8072b218e3,19.8,video,0x34670A3F,0x34B18A3F,challenge_preview_02::BANK_16
105,584004755,0x22CF3493,0000010c43fc6f92,c807,0000010d425e418f,0000010c43fc6f92|c807,20,0x014,879179335,0x34673647,879168063,0x34670A3F,884050495,0x34B18A3F,BANK_16,0000010c43fc6f92,c807,0x014,challenge_preview_fmv,challenge_preview_02,Challenge preview B,challenge_preview_02_BANK_16_34670A3F_34B18A3F.pss,/mnt/data/semantic_pass_43fc6f_stage7/unique_media/challenge_preview_02_BANK_16_34670A3F_34B18A3F.pss,d7f20dc7abe02b461103d5d95460ad8b08e00217e450845120450f8072b218e3,19.8,video,0x34670A3F,0x34B18A3F,challenge_preview_02::BANK_16
111,584775769,0x22DAF859,0000010c43fc6f92,c807,0000010d43d84188,0000010c43fc6f92|c807,20,0x014,879179463,0x346736C7,879168063,0x34670A3F,884050495,0x34B18A3F,BANK_16,0000010c43fc6f92,c807,0x014,challenge_preview_fmv,challenge_preview_02,Challenge preview B,challenge_preview_02_BANK_16_34670A3F_34B18A3F.pss,/mnt/data/semantic_pass_43fc6f_stage7/unique_media/challenge_preview_02_BANK_16_34670A3F_34B18A3F.pss,d7f20dc7abe02b461103d5d95460ad8b08e00217e450845120450f8072b218e3,19.8,video,0x34670A3F,0x34B18A3F,challenge_preview_02::BANK_16
114,585488349,0x22E5D7DD,0000010c43fc6f92,c807,0000010d427bbc4c,0000010c43fc6f92|c807,20,0x014,879179335,0x34673647,879168063,0x34670A3F,884050495,0x34B18A3F,BANK_16,0000010c43fc6f92,c807,0x014,challenge_preview_fmv,challenge_preview_02,Challenge preview B,challenge_preview_02_BANK_16_34670A3F_34B18A3F.pss,/mnt/data/semantic_pass_43fc6f_stage7/unique_media/challenge_preview_02_BANK_16_34670A3F_34B18A3F.pss,d7f20dc7abe02b461103d5d95460ad8b08e00217e450845120450f8072b218e3,19.8,video,0x34670A3F,0x34B18A3F,challenge_preview_02::BANK_16
124,587744894,0x2308467E,0000010c43fc6f92,c807,0000010d425e418f,0000010c43fc6f92|c807,20,0x014,879179335,0x34673647,879168063,0x34670A3F,884050495,0x34B18A3F,BANK_16,0000010c43fc6f92,c807,0x014,challenge_preview_fmv,challenge_preview_02,Challenge preview B,challenge_preview_02_BANK_16_34670A3F_34B18A3F.pss,/mnt/data/semantic_pass_43fc6f_stage7/unique_media/challenge_preview_02_BANK_16_34670A3F_34B18A3F.pss,d7f20dc7abe02b461103d5d95460ad8b08e00217e450845120450f8072b218e3,19.8,video,0x34670A3F,0x34B18A3F,challenge_preview_02::BANK_16
184,985678995,0x3AC04493,0000010c43fc6f92,c807,0000010d43fc7943,0000010c43fc6f92|c807,20,0x014,879179463,0x346736C7,879168063,0x34670A3F,884050495,0x34B18A3F,BANK_16,0000010c43fc6f92,c807,0x014,challenge_preview_fmv,challenge_preview_02,Challenge preview B,challenge_preview_02_BANK_16_34670A3F_34B18A3F.pss,/mnt/data/semantic_pass_43fc6f_stage7/unique_media/challenge_preview_02_BANK_16_34670A3F_34B18A3F.pss,d7f20dc7abe02b461103d5d95460ad8b08e00217e450845120450f8072b218e3,19.8,video,0x34670A3F,0x34B18A3F,challenge_preview_02::BANK_16
198,988600246,0x3AECD7B6,0000010c43fc6f92,c807,0000010d425e418f,0000010c43fc6f92|c807,20,0x014,879179335,0x34673647,879168063,0x34670A3F,884050495,0x34B18A3F,BANK_16,0000010c43fc6f92,c807,0x014,challenge_preview_fmv,challenge_preview_02,Challenge preview B,challenge_preview_02_BANK_16_34670A3F_34B18A3F.pss,/mnt/data/semantic_pass_43fc6f_stage7/unique_media/challenge_preview_02_BANK_16_34670A3F_34B18A3F.pss,d7f20dc7abe02b461103d5d95460ad8b08e00217e450845120450f8072b218e3,19.8,video,0x34670A3F,0x34B18A3F,challenge_preview_02::BANK_16
