record_offset,sig8,body_prefix,status,family_id,content_class,routing_result,record_offset_hex
196890762,0000010c43fc86e9,530f,confirmed_clean,track_menu_preview_family_01,track_menu_preview_fmv,seed_pair_match,0BBC508A
197418381,0000010c43fc86e9,521f,needs_field_resolution,,,ambiguous_43fc86_pair,0BC45D8D
197584664,0000010c43fc86e9,7243,unresolved,,,unknown_pair,0BC6E718
197931551,0000010c43fc86e9,4cc3,needs_field_resolution,,,ambiguous_43fc86_pair,0BCC321F
198186576,0000010c43fc86e9,530f,confirmed_clean,track_menu_preview_family_01,track_menu_preview_fmv,seed_pair_match,0BD01650
405821528,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,18305858
406018223,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,183358AF
406200020,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,18361ED4
406530619,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,183B2A3B
406885721,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,18409559
407621462,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,184BCF56
407683168,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,184CC060
408019746,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,1851E322
408836794,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,185E5ABA
409743158,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,186C2F36
409993454,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,187000EE
410857362,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,187D2F92
411334229,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,18847655
411777399,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,188B3977
411870225,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,188CA411
412315973,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,18937145
412745385,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,1899FEA9
413350229,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,18A33955
414372618,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,18B2D30A
414579028,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,18B5F954
415097664,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,18BDE340
415327022,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,18C1632E
416120965,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,18CD8085
416477897,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,18D2F2C9
417292210,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,18DF5FB2
425429654,0000010c43fc9b4d,7f94,confirmed_clean,track_menu_preview_family_01,track_menu_preview_fmv,seed_pair_match,195B8A96
525855700,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,1F57EBD4
526308935,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,1F5ED647
534331272,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,1FD93F88
534787259,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,1FE034BB
579301041,0000010c43fc7d92,c900,confirmed_clean,track_menu_preview_family_01,track_menu_preview_fmv,seed_pair_match,22876EB1
580939257,0000010c43fc7d92,c900,confirmed_clean,track_menu_preview_family_01,track_menu_preview_fmv,seed_pair_match,22A06DF9
592496770,0000010c43fc7d92,c90f,confirmed_clean,43fc7d_challenge_preview_01,challenge_preview_fmv,seed_pair_match,2350C882
592564128,0000010c43fc7d92,c900,confirmed_clean,track_menu_preview_family_01,track_menu_preview_fmv,seed_pair_match,2351CFA0
593305180,0000010c43fc7d92,c900,confirmed_clean,track_menu_preview_family_01,track_menu_preview_fmv,seed_pair_match,235D1E5C
593395632,0000010c43fc7d92,c90f,confirmed_clean,43fc7d_challenge_preview_01,challenge_preview_fmv,seed_pair_match,235E7FB0
593484912,0000010c43fc7d92,c900,confirmed_clean,track_menu_preview_family_01,track_menu_preview_fmv,seed_pair_match,235FDC70
594522257,0000010c43fc7d92,c900,confirmed_clean,track_menu_preview_family_01,track_menu_preview_fmv,seed_pair_match,236FB091
595168640,0000010c43fc7d92,c90f,confirmed_clean,43fc7d_challenge_preview_01,challenge_preview_fmv,seed_pair_match,23798D80
595240874,0000010c43fc7d92,c900,confirmed_clean,track_menu_preview_family_01,track_menu_preview_fmv,seed_pair_match,237AA7AA
595318369,0000010c43fc7d92,c900,confirmed_clean,track_menu_preview_family_01,track_menu_preview_fmv,seed_pair_match,237BD661
595859835,0000010c43fc7d92,c90f,confirmed_clean,43fc7d_challenge_preview_01,challenge_preview_fmv,seed_pair_match,2384197B
596792654,0000010c43fc7d92,c90f,confirmed_clean,43fc7d_challenge_preview_01,challenge_preview_fmv,seed_pair_match,2392554E
596932646,0000010c43fc7d92,c900,confirmed_clean,track_menu_preview_family_01,track_menu_preview_fmv,seed_pair_match,23947826
597603108,0000010c43fc7d92,c900,confirmed_clean,track_menu_preview_family_01,track_menu_preview_fmv,seed_pair_match,239EB324
597698608,0000010c43fc7d92,c90f,confirmed_clean,43fc7d_challenge_preview_01,challenge_preview_fmv,seed_pair_match,23A02830
598781682,0000010c43fc7d92,c900,confirmed_clean,track_menu_preview_family_01,track_menu_preview_fmv,seed_pair_match,23B0AEF2
599563553,0000010c43fc7d92,c90f,confirmed_clean,43fc7d_challenge_preview_01,challenge_preview_fmv,seed_pair_match,23BC9D21
599722048,0000010c43fc7d92,c900,confirmed_clean,track_menu_preview_family_01,track_menu_preview_fmv,seed_pair_match,23BF0840
600300166,0000010c43fc7d92,c90f,confirmed_clean,43fc7d_challenge_preview_01,challenge_preview_fmv,seed_pair_match,23C7DA86
600566208,0000010c43fc7d92,c900,confirmed_clean,track_menu_preview_family_01,track_menu_preview_fmv,seed_pair_match,23CBE9C0
601039988,0000010c43fc86e9,521f,needs_field_resolution,,,ambiguous_43fc86_pair,23D32474
601642871,0000010c43fc86e9,4cc3,needs_field_resolution,,,ambiguous_43fc86_pair,23DC5777
601706798,0000010c43fc86e9,521f,needs_field_resolution,,,ambiguous_43fc86_pair,23DD512E
601913273,0000010c43fc86e9,521f,needs_field_resolution,,,ambiguous_43fc86_pair,23E077B9
602277190,0000010c43fc86e9,6487,reject_nonstandard,video_like_nonstandard,video_like_nonstandard,seed_pair_match,23E60546
602351059,0000010c43fc86e9,4cc3,needs_field_resolution,,,ambiguous_43fc86_pair,23E725D3
602643325,0000010c43fc86e9,530f,confirmed_clean,track_menu_preview_family_01,track_menu_preview_fmv,seed_pair_match,23EB9B7D
603170944,0000010c43fc86e9,521f,needs_field_resolution,,,ambiguous_43fc86_pair,23F3A880
603337227,0000010c43fc86e9,7243,unresolved,,,unknown_pair,23F6320B
603684114,0000010c43fc86e9,4cc3,needs_field_resolution,,,ambiguous_43fc86_pair,23FB7D12
603939139,0000010c43fc86e9,530f,confirmed_clean,track_menu_preview_family_01,track_menu_preview_fmv,seed_pair_match,23FF6143
811573742,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,305FA1EE
811769458,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,30629E72
811950391,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,30656137
812279453,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,306A669D
812418275,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,306C84E3
812633042,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,306FCBD2
813365276,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,307AF81C
813426705,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,307BE811
813761605,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,30810445
814574699,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,308D6C6B
815475919,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,309B2CCF
815724238,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,309EF6CE
816158971,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,30A598FB
816323184,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,30A81A70
816581985,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,30AC0D61
817055022,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,30B3452E
817494638,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,30B9FA6E
817586776,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,30BB6258
818028930,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,30C22182
818455121,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,30C8A251
819055472,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,30D1CB70
819315771,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,30D5C43B
819879816,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,30DE5F88
820084471,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,30E17EF7
820289382,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,30E49F66
820644292,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,30EA09C4
820804178,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,30EC7A52
821032022,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,30EFF456
821413545,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,30F5C6A9
821750006,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,30FAE8F6
821820082,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,30FBFAB2
822174432,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,310162E0
822504504,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,31066C38
822844343,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,310B9BB7
822984181,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,310DBDF5
823184810,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,3110CDAA
826925893,0000010c43fc9b4d,7f94,confirmed_clean,track_menu_preview_family_01,track_menu_preview_fmv,seed_pair_match,3149E345
831071670,0000010c43fc9b4d,7f94,confirmed_clean,track_menu_preview_family_01,track_menu_preview_fmv,seed_pair_match,318925B6
834864348,0000010c43fc9b4d,7f94,confirmed_clean,track_menu_preview_family_01,track_menu_preview_fmv,seed_pair_match,31C304DC
930794804,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,377ACD34
931244150,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,3781A876
935484091,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,37C25ABB
939221671,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,37FB62A7
939673642,0000010c43fc9ae9,7321,confirmed_clean,43fc9a_challenge_preview_01,challenge_preview_fmv,seed_pair_match,3802482A
983921745,0000010c43fc7d92,c900,confirmed_clean,track_menu_preview_family_01,track_menu_preview_fmv,seed_pair_match,3AA57451
985547353,0000010c43fc7d92,c900,confirmed_clean,track_menu_preview_family_01,track_menu_preview_fmv,seed_pair_match,3ABE4259
997047000,0000010c43fc7d92,c90f,confirmed_clean,43fc7d_challenge_preview_01,challenge_preview_fmv,seed_pair_match,3B6DBAD8
997113905,0000010c43fc7d92,c900,confirmed_clean,track_menu_preview_family_01,track_menu_preview_fmv,seed_pair_match,3B6EC031
997185389,0000010c43fc7d92,c900,confirmed_clean,track_menu_preview_family_01,track_menu_preview_fmv,seed_pair_match,3B6FD76D
997849595,0000010c43fc7d92,c900,confirmed_clean,track_menu_preview_family_01,track_menu_preview_fmv,seed_pair_match,3B79F9FB
997939291,0000010c43fc7d92,c90f,confirmed_clean,43fc7d_challenge_preview_01,challenge_preview_fmv,seed_pair_match,3B7B585B
998027827,0000010c43fc7d92,c900,confirmed_clean,track_menu_preview_family_01,track_menu_preview_fmv,seed_pair_match,3B7CB233
998952694,0000010c43fc7d92,c90f,confirmed_clean,43fc7d_challenge_preview_01,challenge_preview_fmv,seed_pair_match,3B8ACEF6
999056067,0000010c43fc7d92,c900,confirmed_clean,track_menu_preview_family_01,track_menu_preview_fmv,seed_pair_match,3B8C62C3
999697539,0000010c43fc7d92,c90f,confirmed_clean,43fc7d_challenge_preview_01,challenge_preview_fmv,seed_pair_match,3B962C83
999769509,0000010c43fc7d92,c900,confirmed_clean,track_menu_preview_family_01,track_menu_preview_fmv,seed_pair_match,3B9745A5
999846432,0000010c43fc7d92,c900,confirmed_clean,track_menu_preview_family_01,track_menu_preview_fmv,seed_pair_match,3B987220
999918278,0000010c43fc7d92,c90f,confirmed_clean,43fc7d_challenge_preview_01,challenge_preview_fmv,seed_pair_match,3B998AC6
1000384078,0000010c43fc7d92,c90f,confirmed_clean,43fc7d_challenge_preview_01,challenge_preview_fmv,seed_pair_match,3BA0A64E
1000544760,0000010c43fc7d92,c90f,confirmed_clean,43fc7d_challenge_preview_01,challenge_preview_fmv,seed_pair_match,3BA319F8
1000627763,0000010c43fc7d92,c900,confirmed_clean,track_menu_preview_family_01,track_menu_preview_fmv,seed_pair_match,3BA45E33
1001315591,0000010c43fc7d92,c90f,confirmed_clean,43fc7d_challenge_preview_01,challenge_preview_fmv,seed_pair_match,3BAEDD07
1001384947,0000010c43fc7d92,c900,confirmed_clean,track_menu_preview_family_01,track_menu_preview_fmv,seed_pair_match,3BAFEBF3
1001454622,0000010c43fc7d92,c900,confirmed_clean,track_menu_preview_family_01,track_menu_preview_fmv,seed_pair_match,3BB0FC1E
1002119933,0000010c43fc7d92,c900,confirmed_clean,track_menu_preview_family_01,track_menu_preview_fmv,seed_pair_match,3BBB22FD
1002214599,0000010c43fc7d92,c90f,confirmed_clean,43fc7d_challenge_preview_01,challenge_preview_fmv,seed_pair_match,3BBC94C7
1002306855,0000010c43fc7d92,c900,confirmed_clean,track_menu_preview_family_01,track_menu_preview_fmv,seed_pair_match,3BBDFD27
1003199231,0000010c43fc7d92,c90f,confirmed_clean,43fc7d_challenge_preview_01,challenge_preview_fmv,seed_pair_match,3BCB9AFF
1003288425,0000010c43fc7d92,c900,confirmed_clean,track_menu_preview_family_01,track_menu_preview_fmv,seed_pair_match,3BCCF769
1004064069,0000010c43fc7d92,c90f,confirmed_clean,43fc7d_challenge_preview_01,challenge_preview_fmv,seed_pair_match,3BD8CD45
1004141174,0000010c43fc7d92,c900,confirmed_clean,track_menu_preview_family_01,track_menu_preview_fmv,seed_pair_match,3BD9FA76
1004221543,0000010c43fc7d92,c900,confirmed_clean,track_menu_preview_family_01,track_menu_preview_fmv,seed_pair_match,3BDB3467
1004303718,0000010c43fc7d92,c90f,confirmed_clean,43fc7d_challenge_preview_01,challenge_preview_fmv,seed_pair_match,3BDC7566
1004794990,0000010c43fc7d92,c90f,confirmed_clean,43fc7d_challenge_preview_01,challenge_preview_fmv,seed_pair_match,3BE3F46E
1005058785,0000010c43fc7d92,c900,confirmed_clean,track_menu_preview_family_01,track_menu_preview_fmv,seed_pair_match,3BE7FAE1
1005539958,0000010c43fc86e9,521f,needs_field_resolution,,,ambiguous_43fc86_pair,3BEF5276
1005683021,0000010c43fc86e9,530f,confirmed_clean,track_menu_preview_family_01,track_menu_preview_fmv,seed_pair_match,3BF1814D
1006138454,0000010c43fc86e9,4cc3,needs_field_resolution,,,ambiguous_43fc86_pair,3BF87456
1006201978,0000010c43fc86e9,521f,needs_field_resolution,,,ambiguous_43fc86_pair,3BF96C7A
1006406939,0000010c43fc86e9,521f,needs_field_resolution,,,ambiguous_43fc86_pair,3BFC8D1B
1006767870,0000010c43fc86e9,6487,reject_nonstandard,video_like_nonstandard,video_like_nonstandard,seed_pair_match,3C020EFE
1006841143,0000010c43fc86e9,4cc3,needs_field_resolution,,,ambiguous_43fc86_pair,3C032D37
1007130993,0000010c43fc86e9,530f,confirmed_clean,track_menu_preview_family_01,track_menu_preview_fmv,seed_pair_match,3C079971
1007654588,0000010c43fc86e9,521f,needs_field_resolution,,,ambiguous_43fc86_pair,3C0F96BC
1007819638,0000010c43fc86e9,7243,unresolved,,,unknown_pair,3C121B76
1008108392,0000010c43fc86e9,521f,needs_field_resolution,,,ambiguous_43fc86_pair,3C168368
1008164955,0000010c43fc86e9,4cc3,needs_field_resolution,,,ambiguous_43fc86_pair,3C17605B
1008418041,0000010c43fc86e9,530f,confirmed_clean,track_menu_preview_family_01,track_menu_preview_fmv,seed_pair_match,3C1B3CF9
1035389302,0000010c43fc9bf6,ba01,confirmed_clean,track_menu_preview_family_01,track_menu_preview_fmv,seed_pair_match,3DB6C976
